sample_id,true_label,target_class,direction,budget,operator,full_logit,perturbed_logit,Q,logmel_target_NRMSE,stft_magnitude_target_NRMSE,waveform_gap_vs_OP,magnitude_gap_vs_OP,logmel_gap_vs_OP,phase_gap_vs_original_rad,gl_random_seed
25,1,1,IN,0.8,GL_ORIG64,-0.04965104162693024,-0.05634445697069168,-0.006693415343761444,0.039107609540224075,0.038849443197250366,0.5437443852424622,0.2119349241256714,0.061267394572496414,0.609959065914154,
25,1,1,IN,0.8,GL_RAND64,-0.04907536506652832,-0.05583217740058899,-0.006756812334060669,0.043804917484521866,0.051047515124082565,1.4351832866668701,0.22134792804718018,0.06531395018100739,1.573124647140503,67.0
26,0,0,OUT,0.1,OP,-0.0014300346374511719,-0.0018296986818313599,0.000399664044380188,0.09327453374862671,0.2024887204170227,0.0,0.0,0.0,0.0,
26,0,0,OUT,0.1,GL_ORIG64,-0.011136069893836975,-0.011303186416625977,0.00016711652278900146,0.10958297550678253,0.06932814419269562,0.5345274209976196,0.1825803518295288,0.07944057881832123,0.647453784942627,
26,0,0,OUT,0.1,GL_RAND64,-0.01182796061038971,-0.012028113007545471,0.00020015239715576172,0.11446364969015121,0.07552385330200195,1.4533699750900269,0.19145096838474274,0.08540944010019302,1.57340669631958,68.0
26,0,0,OUT,0.2,OP,-0.0014300346374511719,-0.002061694860458374,0.0006316602230072021,0.10083796083927155,0.2037317454814911,0.0,0.0,0.0,0.0,
26,0,0,OUT,0.2,GL_ORIG64,-0.011136069893836975,-0.011497005820274353,0.00036093592643737793,0.11509726196527481,0.07083951681852341,0.5370396971702576,0.18321539461612701,0.0807296633720398,0.6699303984642029,
26,0,0,OUT,0.2,GL_RAND64,-0.01182796061038971,-0.012196198105812073,0.0003682374954223633,0.11960965394973755,0.07718878239393234,1.4565051794052124,0.1919804811477661,0.08652916550636292,1.573014736175537,68.0
26,0,0,OUT,0.4,OP,-0.0014300346374511719,0.00025197863578796387,-0.0016820132732391357,0.11252003163099289,0.20824086666107178,0.0,0.0,0.0,0.0,
26,0,0,OUT,0.4,GL_ORIG64,-0.011136069893836975,-0.008328840136528015,-0.00280722975730896,0.1195395439863205,0.07449731975793839,0.543694019317627,0.18639346957206726,0.08629201352596283,0.6781750321388245,
26,0,0,OUT,0.4,GL_RAND64,-0.01182796061038971,-0.008698150515556335,-0.003129810094833374,0.12204042077064514,0.07993728667497635,1.4646294116973877,0.1941574513912201,0.09050338715314865,1.573987364768982,68.0
